,profile,gender,favorites,link,birth_year
25752,AbelRemington42,Male,"['856', '455', '16067', '1690', '5630']",https://myanimelist.net/profile/AbelRemington42,1993
25753,IAmDarkNemesis,Male,"['16498', '9253', '1535', '5114']",https://myanimelist.net/profile/IAmDarkNemesis,1995
25754,snake_panicali,Male,"['10087', '5114', '6171', '918', '19', '36904']",https://myanimelist.net/profile/snake_panicali,1988
25755,Zoifer,Male,[],https://myanimelist.net/profile/Zoifer,1990
25756,Alayna,Female,"['4898', '121', '177', '269', '6746']",https://myanimelist.net/profile/Alayna,1993
25757,KingIK,Male,"['1', '19', '44', '199', '164']",https://myanimelist.net/profile/KingIK,1995
25758,somejackass,Male,"['1', '35839', '392', '7791', '5114', '1535', '10165', '30831']",https://myanimelist.net/profile/somejackass,1992
25759,dxbladexd,Male,"['4181', '12431', '21939', '20651', '19363', '3731', '1142', '22535', '2904', '9890']",https://myanimelist.net/profile/dxbladexd,1991
25760,angryaphrodite,Female,[],https://myanimelist.net/profile/angryaphrodite,1990
25761,Wraith7153,Male,"['7311', '934', '1530', '490', '199']",https://myanimelist.net/profile/Wraith7153,1990
25762,gakiloroth,Male,"['9253', '32281', '15809', '22297', '6213']",https://myanimelist.net/profile/gakiloroth,1997
25763,64bitAnthony,Male,"['11061', '31240', '36946', '24833', '30654']",https://myanimelist.net/profile/64bitAnthony,1997
25764,jeffboms,Male,"['2251', '6774']",https://myanimelist.net/profile/jeffboms,1995
25765,AceTheHanyou,Male,"['1575', '813', '237', '1735', '2581', '7655', '12365']",https://myanimelist.net/profile/AceTheHanyou,1994
25766,yttrin,Male,"['437', '323', '3701']",https://myanimelist.net/profile/yttrin,1996
25767,Sky2042,Male,"['7311', '14741']",https://myanimelist.net/profile/Sky2042,1989
25768,Meados,Male,"['147', '33', '790', '226', '30']",https://myanimelist.net/profile/Meados,1990
25769,Scirm,Male,"['5681', '5081', '4181', '2236', '5205']",https://myanimelist.net/profile/Scirm,1991
25770,moonbat6000,Male,"['6547', '6347', '4181', '1575']",https://myanimelist.net/profile/moonbat6000,1988
25771,youfreakinnerd,Male,"['31240', '30', '16498']",https://myanimelist.net/profile/youfreakinnerd,1993
25772,ChrisAhoy,Male,"['5114', '205', '9989', '14719', '20583', '30276']",https://myanimelist.net/profile/ChrisAhoy,1996
25773,Dralnu,Male,[],https://myanimelist.net/profile/Dralnu,1986
25774,Koekwaus,Male,"['43', '1', '21', '205', '19', '22535']",https://myanimelist.net/profile/Koekwaus,1987
25775,StealthActivated,Male,"['19', '11061', '34599', '263', '57', '28977', '23273', '10162', '10800', '223']",https://myanimelist.net/profile/StealthActivated,2000
25776,LeBrains,Male,"['18679', '777', '10165', '32268', '16774', '1887', '11843', '30', '23327']",https://myanimelist.net/profile/LeBrains,2001
25777,Atobe333,Female,"['1589', '31376', '31964', '9756', '1313']",https://myanimelist.net/profile/Atobe333,1987
25778,NeBuchan,Male,"['16782', '385', '269', '59', '23847', '32281', '32935', '28851', '32949', '30694']",https://myanimelist.net/profile/NeBuchan,1930
25779,Sasu-neko,Female,"['934', '2167', '2605', '849', '2001']",https://myanimelist.net/profile/Sasu-neko,1995
25780,djfred8,Male,"['1535', '245', '23283', '5682', '2076']",https://myanimelist.net/profile/djfred8,1997
25781,nnnathannn,Male,"['9756', '11981', '24765', '21603', '5081', '19703', '9314', '18897']",https://myanimelist.net/profile/nnnathannn,1994
25782,Officer-Kaoko,Female,[],https://myanimelist.net/profile/Officer-Kaoko,1994
25783,Augiz,Male,"['19815', '11757', '10620', '355', '20', '13759', '10793', '8769', '8630', '17729']",https://myanimelist.net/profile/Augiz,1997
25784,Jeroen_Mathon,Male,"['18893', '11021', '9253', '11285', '861']",https://myanimelist.net/profile/Jeroen_Mathon,1997
25785,Kiira_chan,Female,"['4181', '101', '10162', '17549']",https://myanimelist.net/profile/Kiira_chan,1993
25786,Luroon,Female,"['13125', '5114', '19', '1827', '5984', '37520', '431', '21557', '28171']",https://myanimelist.net/profile/Luroon,1997
25787,Sasha-niichan,Male,"['226', '1195', '2034', '5042', '4181']",https://myanimelist.net/profile/Sasha-niichan,1996
25788,alexpersona,Male,"['1', '11061', '21', '5114', '2001']",https://myanimelist.net/profile/alexpersona,1996
25789,TheShehzoreZ,Male,"['269', '339', '486', '8425', '28223', '18153']",https://myanimelist.net/profile/TheShehzoreZ,1998
25790,Scuba-Roscoe,Male,"['2001', '32', '1535', '199', '2904', '30']",https://myanimelist.net/profile/Scuba-Roscoe,1999
25791,bodge,Male,"['1575', '2904']",https://myanimelist.net/profile/bodge,1986
25792,Anglade,Female,"['2246', '392', '6746', '323']",https://myanimelist.net/profile/Anglade,1994
25793,Prophet-x,Male,"['934', '21', '5114', '1535', '457']",https://myanimelist.net/profile/Prophet-x,1993
25794,loveroflaughs,Male,"['9253', '820', '457']",https://myanimelist.net/profile/loveroflaughs,1994
25795,X3MReaper,Male,['21'],https://myanimelist.net/profile/X3MReaper,1991
25796,Firipin,Male,"['5114', '4181', '30654', '23273', '18195', '30831', '25835', '35839']",https://myanimelist.net/profile/Firipin,1997
25797,HanaFantasia,Female,"['31646', '32983', '10408', '33352', '32093', '34915', '9969', '35848', '33899', '38145']",https://myanimelist.net/profile/HanaFantasia,2000
25798,leppalo,Male,"['934', '1889', '2904', '79']",https://myanimelist.net/profile/leppalo,1993
25799,ZiplocHero,Male,"['31339', '38000', '31240', '1735', '13601', '81', '400', '813', '28223', '5114']",https://myanimelist.net/profile/ZiplocHero,1989
25800,DarkSyndicate,Male,"['5114', '9253', '11061', '23273', '31240', '28851', '4181', '23847', '1519', '2001']",https://myanimelist.net/profile/DarkSyndicate,2000
25801,somedayasunbae,Male,"['25835', '10800', '16782', '32281', '34240', '13125', '8129', '23251', '6802', '5341']",https://myanimelist.net/profile/somedayasunbae,1996
25802,cronosteso23,Male,"['11061', '4789', '10721', '13125', '2921', '35120']",https://myanimelist.net/profile/cronosteso23,1992
25803,Talgikiwi,Female,"['16498', '32182', '31964', '20', '36649', '23755', '28891']",https://myanimelist.net/profile/Talgikiwi,1996
25804,Eternly,Male,['18679'],https://myanimelist.net/profile/Eternly,1996
25805,Nisverah,Male,"['18679', '11061', '11499', '31964', '14467', '22663', '20785', '8675', '14741']",https://myanimelist.net/profile/Nisverah,1997
25806,Luca3D2Y,Male,"['37779', '35120', '227', '9260', '37510', '36649', '11061']",https://myanimelist.net/profile/Luca3D2Y,1998
25807,Elusius,Male,"['1575', '5114', '6114', '339', '10165', '2001', '11061', '1535', '3002', '5081']",https://myanimelist.net/profile/Elusius,1989
25808,OlivinePeridot,Female,"['7311', '11981', '9756', '6024', '3841', '996', '532', '66', '14941', '12149']",https://myanimelist.net/profile/OlivinePeridot,1984
25809,Luc-1,Female,"['32995', '37106', '250', '9756', '27727', '2890', '1221', '687', '530', '249']",https://myanimelist.net/profile/Luc-1,2002
25810,OliverGx,Male,"['5114', '30', '20']",https://myanimelist.net/profile/OliverGx,1997
25811,oneeyedwilly25,Male,"['73', '2251', '889']",https://myanimelist.net/profile/oneeyedwilly25,1990
25812,LoliM,Female,"['270', '1519', '1535', '3588', '1818']",https://myanimelist.net/profile/LoliM,1993
25813,Chuunichan,Female,"['24833', '10721', '9756', '20583']",https://myanimelist.net/profile/Chuunichan,2000
25814,Hashield,Male,['32'],https://myanimelist.net/profile/Hashield,1987
25815,Satoshiek,Male,"['20159', '16498', '30', '5114', '9756', '457', '22135', '30276', '47', '10408']",https://myanimelist.net/profile/Satoshiek,1996
25816,_kara-chan_,Female,"['1575', '2904', '4898', '6547', '6746']",https://myanimelist.net/profile/_kara-chan_,1995
25817,ZaikuZERO,Male,"['30', '1', '263', '245', '323']",https://myanimelist.net/profile/ZaikuZERO,1994
25818,darcwizrd,Male,"['86', '338', '820']",https://myanimelist.net/profile/darcwizrd,1995
25819,Arsal_Wise,Male,"['21', '1575', '2904', '918', '32935', '11061', '2001', '223', '9989', '38524']",https://myanimelist.net/profile/Arsal_Wise,2000
25820,ayase-,Male,"['483', '387', '324', '43', '1347']",https://myanimelist.net/profile/ayase-,1985
25821,Shafir_Esmeraldo,Male,"['11061', '31240', '6114', '37510', '34984', '33', '11741', '39195', '3002', '33674']",https://myanimelist.net/profile/Shafir_Esmeraldo,2001
25822,domthebomb,Male,"['2025', '918', '6746', '226', '467', '30276']",https://myanimelist.net/profile/domthebomb,1989
25823,K99ani,Male,[],https://myanimelist.net/profile/K99ani,1998
25824,SailorCardKnight,Female,"['5114', '355', '9756', '532', '10087']",https://myanimelist.net/profile/SailorCardKnight,1989
25825,otoko_tenshi,Male,"['6', '1400', '2001', '1818', '15379', '24893']",https://myanimelist.net/profile/otoko_tenshi,1991
25826,SonicSeedrian124,Female,"['22145', '4181', '853', '9756', '150']",https://myanimelist.net/profile/SonicSeedrian124,1998
25827,qh0st,Male,"['9253', '14075', '11741', '6594', '2001']",https://myanimelist.net/profile/qh0st,1930
25828,KawaiiDesu01,Female,"['25835', '199', '16067', '10460']",https://myanimelist.net/profile/KawaiiDesu01,2015
25829,GAY4ANIME,Male,"['226', '1210']",https://myanimelist.net/profile/GAY4ANIME,1993
25830,dajetmiko,Male,"['1887', '17074', '34599']",https://myanimelist.net/profile/dajetmiko,1998
25831,Kikoman589,Male,"['19', '1575', '1535', '1', '849']",https://myanimelist.net/profile/Kikoman589,1998
25832,lolaidaka,Female,"['28223', '205', '15379', '10568', '13125']",https://myanimelist.net/profile/lolaidaka,1997
25833,OnyuO,Female,[],https://myanimelist.net/profile/OnyuO,2003
25834,PsyjiicOrder,Male,"['9756', '7311', '1210', '33']",https://myanimelist.net/profile/PsyjiicOrder,1930
25835,Friija,Female,"['5630', '6069', '1535', '853', '243']",https://myanimelist.net/profile/Friija,1988
25836,Revolution666,Male,"['437', '32', '885', '43', '1943', '400', '30276']",https://myanimelist.net/profile/Revolution666,1993
25837,PequeninoMikhail,Male,"['1520', '121', '21', '240', '3272']",https://myanimelist.net/profile/PequeninoMikhail,1989
25838,FelipeReis,Male,"['20', '31964', '31859', '37430', '11061']",https://myanimelist.net/profile/FelipeReis,1993
25839,anonymousjoe,Male,"['519', '164']",https://myanimelist.net/profile/anonymousjoe,1989
25840,Mystic-Yoyo,Female,"['9919', '527', '6746', '2001', '849', '32108']",https://myanimelist.net/profile/Mystic-Yoyo,1990
25841,realadultman,Male,"['1033', '7785', '31240', '9253', '11061', '2251', '239', '5114', '2605', '1210']",https://myanimelist.net/profile/realadultman,1990
25842,OtakuEgg,Male,"['16273', '12291', '35968']",https://myanimelist.net/profile/OtakuEgg,1999
25843,headlock990,Male,"['10620', '35062', '33489', '32281', '18679', '37007', '36296', '9989', '37450', '34599']",https://myanimelist.net/profile/headlock990,1998
25844,CoCoGeEpica,Male,['28851'],https://myanimelist.net/profile/CoCoGeEpica,1989
25845,Baka_Aniki,Male,"['34822', '21405', '14813', '9253', '13601', '16049', '6746']",https://myanimelist.net/profile/Baka_Aniki,1996
25846,AndreAffonso,Male,"['4224', '28677', '32281', '35849', '25157', '38101', '18277', '30544', '11757', '30296']",https://myanimelist.net/profile/AndreAffonso,1993
25847,Laqqyy,Male,"['36649', '30276', '2167', '37430']",https://myanimelist.net/profile/Laqqyy,1999
25848,zStorm_Dukez,Male,"['1002', '4789', '3784', '2001', '14813']",https://myanimelist.net/profile/zStorm_Dukez,1992
25849,chartomio27,Female,"['1604', '269', '527', '1564']",https://myanimelist.net/profile/chartomio27,1998
25850,KenSmiley,Male,"['31043', '21']",https://myanimelist.net/profile/KenSmiley,2002
25851,etchel,Male,"['918', '9756', '4181', '5114', '10721']",https://myanimelist.net/profile/etchel,1992
25852,Arindra,Male,"['5114', '11843', '8424', '23289', '9335']",https://myanimelist.net/profile/Arindra,1998
25853,Sahil_K_Chandio,Male,"['38524', '813', '431', '21557', '19', '164', '199', '32281']",https://myanimelist.net/profile/Sahil_K_Chandio,2001
25854,Hotaru16,Female,"['23755', '28999', '853', '30205', '16918', '34240', '38691', '38000', '30276', '34262']",https://myanimelist.net/profile/Hotaru16,1995
25855,HyperSonicMagic,Non-Binary,"['10321', '31178', '12711', '23135', '18679', '2034', '25649', '17265', '3588', '10460']",https://myanimelist.net/profile/HyperSonicMagic,2000
25856,YevgeniyKazyuk,Male,"['269', '430', '1735', '15335', '25777', '28979', '31240', '32281', '2904']",https://myanimelist.net/profile/YevgeniyKazyuk,1998
25857,S1M1,Male,"['226', '11843', '26055', '11061', '21']",https://myanimelist.net/profile/S1M1,2003
25858,FireHawkX,Male,[],https://myanimelist.net/profile/FireHawkX,1982
25859,Dyxe,Male,"['1604', '6324', '11061', '23847']",https://myanimelist.net/profile/Dyxe,1997
25860,DarkMaxUchiha,Male,"['156', '232', '263', '392', '918', '15']",https://myanimelist.net/profile/DarkMaxUchiha,1991
25861,Vexonia,Male,['15809'],https://myanimelist.net/profile/Vexonia,1997
25862,madao6,Male,['9969'],https://myanimelist.net/profile/madao6,1995
25863,cheesefeast59,Female,"['1604', '4898', '11111', '12079']",https://myanimelist.net/profile/cheesefeast59,1999
25864,OnyxHurtz,Female,"['6702', '22043', '35972', '5114', '223', '30694', '34572', '121']",https://myanimelist.net/profile/OnyxHurtz,2002
25865,missmindkill,Female,"['934', '4898', '3655', '6702', '3588']",https://myanimelist.net/profile/missmindkill,1991
25866,Gamer2009,Female,"['226', '1535', '3655', '4898', '934']",https://myanimelist.net/profile/Gamer2009,1997
25867,Excalibur2512,Male,['38483'],https://myanimelist.net/profile/Excalibur2512,1999
25868,Hurvilo,Male,"['5114', '2904', '2001', '3297', '9756']",https://myanimelist.net/profile/Hurvilo,1986
25869,Cloude,Male,"['249', '1535', '13601', '38524', '33486', '38000']",https://myanimelist.net/profile/Cloude,1995
25870,scorpi1411,Male,"['32281', '1535', '34822', '21', '28171', '813', '17895', '11617']",https://myanimelist.net/profile/scorpi1411,2000
25871,amarlek,Male,"['37779', '9253', '30831']",https://myanimelist.net/profile/amarlek,2002
25872,WineZ,Male,[],https://myanimelist.net/profile/WineZ,1991
25873,Linarc,Male,"['5081', '6746', '8425', '355', '13759']",https://myanimelist.net/profile/Linarc,1994
25874,RazorJazz9,Male,"['918', '1', '1535', '30276', '2904', '5114', '9253', '31964', '30484', '33486']",https://myanimelist.net/profile/RazorJazz9,1997
25875,EroBlade8,Male,"['32937', '23273', '34822', '31646', '28851']",https://myanimelist.net/profile/EroBlade8,2001
25876,Jemuzun,Male,['13759'],https://myanimelist.net/profile/Jemuzun,2015
25877,anjamusen,Female,"['2904', '1575', '4898', '853', '5060']",https://myanimelist.net/profile/anjamusen,1990
25878,green_guy30,Male,"['1889', '9253']",https://myanimelist.net/profile/green_guy30,1994
25879,Masu_Taguchi,Male,"['32182', '392', '30', '23327']",https://myanimelist.net/profile/Masu_Taguchi,2003
25880,garris1988,Male,"['30', '226', '269', '10620', '23273']",https://myanimelist.net/profile/garris1988,1988
25881,jdevries420,Male,"['16592', '667', '855', '19', '934', '11757']",https://myanimelist.net/profile/jdevries420,1992
25882,MsTate,Female,"['3089', '1033', '5114', '853', '529']",https://myanimelist.net/profile/MsTate,1991
25883,Burndoge,Male,"['32281', '9253', '185']",https://myanimelist.net/profile/Burndoge,2000
25884,Seaiteu,Male,[],https://myanimelist.net/profile/Seaiteu,2000
25885,kayyim,Female,"['17513', '20583', '322', '2159', '31174']",https://myanimelist.net/profile/kayyim,1996
25886,hombobao,Female,"['16498', '9989', '813', '9756', '5114']",https://myanimelist.net/profile/hombobao,1999
25887,Lugengeschichte,Male,"['1', '31758', '33', '30831', '9253', '245', '11597', '11061', '31240']",https://myanimelist.net/profile/Lugengeschichte,1997
25888,Dai_Kina,Female,"['6205', '18277', '12549', '1195', '11617', '7593']",https://myanimelist.net/profile/Dai_Kina,1987
25889,Ta-kun,Male,[],https://myanimelist.net/profile/Ta-kun,1992
25890,Libaaan,Male,"['35180', '721', '457', '19', '283', '7785', '3002', '28735', '44', '227']",https://myanimelist.net/profile/Libaaan,2000
25891,AnnoyingTiger888,Female,"['1526', '11371', '202', '9941', '12815', '22', '1247', '2159', '30276', '33489', '33206', '274', '1604', '185', '15', '1194', '3389', '22789']",https://myanimelist.net/profile/AnnoyingTiger888,1993
25892,nrssasphea,Female,"['32281', '11061', '16498', '1735', '20', '25013', '20583']",https://myanimelist.net/profile/nrssasphea,1997
25893,DrawStuffGeorge,Male,[],https://myanimelist.net/profile/DrawStuffGeorge,2000
25894,Oiks_Tooru,Female,"['32093', '37426', '31933', '31646', '28851', '22789', '20583', '32182']",https://myanimelist.net/profile/Oiks_Tooru,1999
25895,YukiChan3,Female,"['1735', '8841', '9253', '28999', '23277', '19221', '16067', '1887', '11757']",https://myanimelist.net/profile/YukiChan3,1995
25896,Kagiama_Yagumi,Male,"['226', '21', '529', '1535', '2025']",https://myanimelist.net/profile/Kagiama_Yagumi,1994
25897,noey99z,Female,"['4181', '12403', '1887', '6213', '14813', '27989']",https://myanimelist.net/profile/noey99z,1995
